GET ATOMIC IMAGES OF A CHOSEN RESOLUTION

input file of scattering factors :
    MX_wk1995_6.SF
truncation radius          11.0000
distance grid step          0.0010
resolution cut-off          1.0000
resolution grid number   2000
temperature factor          0.0000
number of atomic types      7
following atomic types are chosen :
    C    N    O    P    S    Fe   Au  

scattering factors file. First line:
following wk1995.cpp from Phenix

table of scattering factors contains data for  213  atomic types
    6 -Gaussian approximation is used
identified positions in the table
    7    8    9   16   17   27   80

     N     dist       C              N              O              P              S              Fe             Au             
  4269     4.2690        0.00400088     0.00421117     0.00472964     0.01545719     0.01664143     0.02478683     0.11121998
  4270     4.2700        0.00418154     0.00441956     0.00498181     0.01617625     0.01739678     0.02602813     0.11626315
  4271     4.2710        0.00436187     0.00462759     0.00523354     0.01689399     0.01815074     0.02726725     0.12129700
  4272     4.2720        0.00454186     0.00483523     0.00548483     0.01761039     0.01890327     0.02850412     0.12632134
  4273     4.2730        0.00472150     0.00504250     0.00573566     0.01832543     0.01965435     0.02973871     0.13133599
  4274     4.2740        0.00490078     0.00524937     0.00598604     0.01903907     0.02040395     0.03097097     0.13634075
  4275     4.2750        0.00507970     0.00545583     0.00623594     0.01975129     0.02115204     0.03220085     0.14133543
  4276     4.2760        0.00525826     0.00566189     0.00648537     0.02046206     0.02189859     0.03342831     0.14631986
  4277     4.2770        0.00543644     0.00586754     0.00673430     0.02117135     0.02264358     0.03465330     0.15129384
  4278     4.2780        0.00561424     0.00607276     0.00698274     0.02187915     0.02338698     0.03587577     0.15625719
  4279     4.2790        0.00579165     0.00627755     0.00723066     0.02258542     0.02412876     0.03709568     0.16120973
  4280     4.2800        0.00596867     0.00648189     0.00747807     0.02329013     0.02486889     0.03831299     0.16615126
  4281     4.2810        0.00614529     0.00668580     0.00772496     0.02399327     0.02560735     0.03952764     0.17108161
  4282     4.2820        0.00632149     0.00688924     0.00797130     0.02469480     0.02634410     0.04073959     0.17600058
  4283     4.2830        0.00649729     0.00709223     0.00821710     0.02539470     0.02707912     0.04194880     0.18090801
  4284     4.2840        0.00667266     0.00729474     0.00846235     0.02609293     0.02781239     0.04315523     0.18580371
  4285     4.2850        0.00684761     0.00749678     0.00870703     0.02678949     0.02854387     0.04435882     0.19068749
  4286     4.2860        0.00702212     0.00769833     0.00895114     0.02748433     0.02927355     0.04555953     0.19555917
  4287     4.2870        0.00719619     0.00789939     0.00919467     0.02817744     0.03000138     0.04675732     0.20041858
  4288     4.2880        0.00736982     0.00809996     0.00943761     0.02886879     0.03072735     0.04795214     0.20526553
  4289     4.2890        0.00754299     0.00830001     0.00967995     0.02955835     0.03145142     0.04914396     0.21009985
  4290     4.2900        0.00771571     0.00849955     0.00992168     0.03024610     0.03217358     0.05033272     0.21492136
  4291     4.2910        0.00788796     0.00869857     0.01016279     0.03093202     0.03289379     0.05151838     0.21972988
  4292     4.2920        0.00805973     0.00889706     0.01040328     0.03161607     0.03361203     0.05270090     0.22452523
  4293     4.2930        0.00823103     0.00909501     0.01064313     0.03229823     0.03432827     0.05388023     0.22930723
  4294     4.2940        0.00840184     0.00929242     0.01088233     0.03297848     0.03504249     0.05505633     0.23407572
  4295     4.2950        0.00857216     0.00948928     0.01112088     0.03365679     0.03575465     0.05622916     0.23883052
  4296     4.2960        0.00874199     0.00968558     0.01135878     0.03433314     0.03646474     0.05739867     0.24357145
  4297     4.2970        0.00891131     0.00988131     0.01159599     0.03500750     0.03717273     0.05856483     0.24829834
  4298     4.2980        0.00908012     0.01007647     0.01183253     0.03567985     0.03787859     0.05972758     0.25301101
  4299     4.2990        0.00924842     0.01027105     0.01206839     0.03635016     0.03858229     0.06088689     0.25770930
  4300     4.3000        0.00941620     0.01046505     0.01230354     0.03701841     0.03928382     0.06204271     0.26239304
  4301     4.3010        0.00958344     0.01065845     0.01253799     0.03768457     0.03998314     0.06319501     0.26706204
  4302     4.3020        0.00975016     0.01085125     0.01277173     0.03834863     0.04068023     0.06434373     0.27171615
  4303     4.3030        0.00991633     0.01104344     0.01300474     0.03901055     0.04137506     0.06548884     0.27635519
  4304     4.3040        0.01008196     0.01123501     0.01323702     0.03967032     0.04206761     0.06663030     0.28097900
  4305     4.3050        0.01024703     0.01142597     0.01346857     0.04032790     0.04275785     0.06776806     0.28558741
  4306     4.3060        0.01041155     0.01161629     0.01369936     0.04098327     0.04344576     0.06890209     0.29018025
  4307     4.3070        0.01057550     0.01180598     0.01392940     0.04163642     0.04413132     0.07003233     0.29475735
  4308     4.3080        0.01073888     0.01199503     0.01415868     0.04228732     0.04481449     0.07115876     0.29931855
  4309     4.3090        0.01090169     0.01218343     0.01438718     0.04293593     0.04549526     0.07228133     0.30386369
  4310     4.3100        0.01106391     0.01237117     0.01461490     0.04358225     0.04617360     0.07339999     0.30839260
  4311     4.3110        0.01122555     0.01255824     0.01484183     0.04422624     0.04684948     0.07451472     0.31290512
  4312     4.3120        0.01138659     0.01274465     0.01506796     0.04486789     0.04752289     0.07562546     0.31740109
  4313     4.3130        0.01154704     0.01293038     0.01529329     0.04550717     0.04819379     0.07673218     0.32188034
  4314     4.3140        0.01170688     0.01311543     0.01551780     0.04614406     0.04886217     0.07783485     0.32634271
  4315     4.3150        0.01186611     0.01329979     0.01574149     0.04677853     0.04952799     0.07893341     0.33078806
  4316     4.3160        0.01202472     0.01348345     0.01596436     0.04741056     0.05019124     0.08002783     0.33521620
  4317     4.3170        0.01218271     0.01366641     0.01618638     0.04804014     0.05085189     0.08111807     0.33962700
  4318     4.3180        0.01234008     0.01384866     0.01640756     0.04866723     0.05150991     0.08220409     0.34402028
  4319     4.3190        0.01249681     0.01403019     0.01662788     0.04929181     0.05216530     0.08328586     0.34839590
  4320     4.3200        0.01265290     0.01421100     0.01684734     0.04991387     0.05281801     0.08436333     0.35275370
  4321     4.3210        0.01280835     0.01439108     0.01706593     0.05053338     0.05346803     0.08543647     0.35709353
  4322     4.3220        0.01296315     0.01457042     0.01728365     0.05115032     0.05411534     0.08650523     0.36141522
  4323     4.3230        0.01311729     0.01474902     0.01750048     0.05176466     0.05475990     0.08756959     0.36571863
  4324     4.3240        0.01327077     0.01492688     0.01771641     0.05237639     0.05540171     0.08862949     0.37000360
  4325     4.3250        0.01342359     0.01510398     0.01793145     0.05298548     0.05604073     0.08968492     0.37426999
  4326     4.3260        0.01357573     0.01528032     0.01814558     0.05359191     0.05667695     0.09073581     0.37851764
  4327     4.3270        0.01372720     0.01545589     0.01835879     0.05419567     0.05731034     0.09178215     0.38274641
  4328     4.3280        0.01387798     0.01563069     0.01857108     0.05479672     0.05794088     0.09282389     0.38695614
  4329     4.3290        0.01402808     0.01580471     0.01878243     0.05539505     0.05856854     0.09386100     0.39114668
  4330     4.3300        0.01417748     0.01597794     0.01899285     0.05599064     0.05919331     0.09489343     0.39531790
  4331     4.3310        0.01432619     0.01615039     0.01920233     0.05658346     0.05981517     0.09592116     0.39946964
  4332     4.3320        0.01447419     0.01632203     0.01941085     0.05717350     0.06043408     0.09694415     0.40360176
  4333     4.3330        0.01462149     0.01649287     0.01961841     0.05776074     0.06105003     0.09796236     0.40771411
  4334     4.3340        0.01476807     0.01666290     0.01982500     0.05834514     0.06166301     0.09897575     0.41180655
  4335     4.3350        0.01491393     0.01683212     0.02003062     0.05892671     0.06227298     0.09998430     0.41587894
  4336     4.3360        0.01505907     0.01700051     0.02023525     0.05950540     0.06287992     0.10098796     0.41993114
  4337     4.3370        0.01520348     0.01716808     0.02043890     0.06008121     0.06348382     0.10198669     0.42396300
  4338     4.3380        0.01534716     0.01733481     0.02064154     0.06065411     0.06408466     0.10298048     0.42797439
  4339     4.3390        0.01549009     0.01750071     0.02084319     0.06122409     0.06468241     0.10396927     0.43196517
  4340     4.3400        0.01563229     0.01766576     0.02104383     0.06179112     0.06527705     0.10495305     0.43593520
  4341     4.3410        0.01577373     0.01782995     0.02124344     0.06235519     0.06586856     0.10593176     0.43988434
  4342     4.3420        0.01591442     0.01799330     0.02144204     0.06291627     0.06645692     0.10690538     0.44381246
  4343     4.3430        0.01605436     0.01815578     0.02163960     0.06347434     0.06704212     0.10787388     0.44771942
  4344     4.3440        0.01619353     0.01831739     0.02183612     0.06402939     0.06762412     0.10883722     0.45160509
  4345     4.3450        0.01633193     0.01847813     0.02203160     0.06458140     0.06820292     0.10979537     0.45546933
  4346     4.3460        0.01646956     0.01863800     0.02222603     0.06513035     0.06877849     0.11074829     0.45931201
  4347     4.3470        0.01660641     0.01879697     0.02241940     0.06567622     0.06935081     0.11169596     0.46313301
  4348     4.3480        0.01674248     0.01895506     0.02261170     0.06621899     0.06991986     0.11263834     0.46693219
  4349     4.3490        0.01687777     0.01911226     0.02280294     0.06675864     0.07048563     0.11357539     0.47070942
  4350     4.3500        0.01701226     0.01926855     0.02299309     0.06729516     0.07104809     0.11450709     0.47446457
  4351     4.3510        0.01714596     0.01942394     0.02318216     0.06782852     0.07160723     0.11543341     0.47819752
  4352     4.3520        0.01727886     0.01957842     0.02337014     0.06835871     0.07216302     0.11635431     0.48190814
  4353     4.3530        0.01741095     0.01973198     0.02355702     0.06888571     0.07271544     0.11726976     0.48559630
  4354     4.3540        0.01754223     0.01988462     0.02374280     0.06940950     0.07326449     0.11817973     0.48926189
  4355     4.3550        0.01767270     0.02003633     0.02392747     0.06993007     0.07381014     0.11908419     0.49290477
  4356     4.3560        0.01780235     0.02018712     0.02411102     0.07044740     0.07435236     0.11998312     0.49652483
  4357     4.3570        0.01793118     0.02033696     0.02429345     0.07096146     0.07489116     0.12087647     0.50012194
  4358     4.3580        0.01805918     0.02048587     0.02447475     0.07147225     0.07542649     0.12176422     0.50369598
  4359     4.3590        0.01818635     0.02063382     0.02465492     0.07197974     0.07595836     0.12264634     0.50724684
  4360     4.3600        0.01831269     0.02078083     0.02483394     0.07248393     0.07648673     0.12352279     0.51077439
  4361     4.3610        0.01843819     0.02092688     0.02501182     0.07298478     0.07701160     0.12439356     0.51427852
  4362     4.3620        0.01856284     0.02107197     0.02518855     0.07348229     0.07753294     0.12525862     0.51775912
  4363     4.3630        0.01868665     0.02121609     0.02536411     0.07397644     0.07805074     0.12611792     0.52121606
  4364     4.3640        0.01880960     0.02135924     0.02553852     0.07446721     0.07856498     0.12697145     0.52464923
  4365     4.3650        0.01893170     0.02150142     0.02571175     0.07495459     0.07907564     0.12781917     0.52805852
  4366     4.3660        0.01905294     0.02164261     0.02588380     0.07543855     0.07958271     0.12866106     0.53144382
  4367     4.3670        0.01917331     0.02178282     0.02605468     0.07591909     0.08008617     0.12949710     0.53480502
  4368     4.3680        0.01929282     0.02192204     0.02622436     0.07639619     0.08058600     0.13032724     0.53814200
  4369     4.3690        0.01941146     0.02206027     0.02639286     0.07686984     0.08108220     0.13115147     0.54145467
  4370     4.3700        0.01952922     0.02219750     0.02656015     0.07734001     0.08157473     0.13196976     0.54474290
  4371     4.3710        0.01964610     0.02233372     0.02672625     0.07780669     0.08206359     0.13278208     0.54800659
  4372     4.3720        0.01976209     0.02246894     0.02689113     0.07826987     0.08254875     0.13358840     0.55124564
  4373     4.3730        0.01987720     0.02260314     0.02705480     0.07872953     0.08303021     0.13438871     0.55445994
  4374     4.3740        0.01999142     0.02273633     0.02721724     0.07918566     0.08350795     0.13518296     0.55764939
  4375     4.3750        0.02010475     0.02286850     0.02737846     0.07963824     0.08398195     0.13597115     0.56081388
  4376     4.3760        0.02021718     0.02299964     0.02753846     0.08008726     0.08445220     0.13675323     0.56395332
  4377     4.3770        0.02032870     0.02312976     0.02769721     0.08053270     0.08491868     0.13752920     0.56706761
  4378     4.3780        0.02043932     0.02325884     0.02785473     0.08097456     0.08538138     0.13829901     0.57015663
  4379     4.3790        0.02054904     0.02338688     0.02801099     0.08141281     0.08584029     0.13906265     0.57322031
  4380     4.3800        0.02065784     0.02351388     0.02816601     0.08184743     0.08629538     0.13982009     0.57625853
  4381     4.3810        0.02076572     0.02363983     0.02831977     0.08227843     0.08674664     0.14057132     0.57927120
  4382     4.3820        0.02087269     0.02376474     0.02847227     0.08270578     0.08719407     0.14131629     0.58225824
  4383     4.3830        0.02097873     0.02388859     0.02862351     0.08312947     0.08763763     0.14205500     0.58521953
  4384     4.3840        0.02108385     0.02401138     0.02877347     0.08354949     0.08807734     0.14278741     0.58815500
  4385     4.3850        0.02118804     0.02413312     0.02892216     0.08396582     0.08851316     0.14351351     0.59106454
  4386     4.3860        0.02129130     0.02425378     0.02906957     0.08437846     0.08894508     0.14423327     0.59394808
  4387     4.3870        0.02139362     0.02437338     0.02921569     0.08478738     0.08937309     0.14494667     0.59680551
  4388     4.3880        0.02149500     0.02449191     0.02936053     0.08519257     0.08979719     0.14565369     0.59963675
  4389     4.3890        0.02159544     0.02460936     0.02950407     0.08559403     0.09021734     0.14635430     0.60244171
  4390     4.3900        0.02169494     0.02472573     0.02964631     0.08599174     0.09063355     0.14704849     0.60522031
  4391     4.3910        0.02179349     0.02484101     0.02978725     0.08638569     0.09104580     0.14773623     0.60797246
  4392     4.3920        0.02189109     0.02495521     0.02992689     0.08677587     0.09145407     0.14841749     0.61069808
  4393     4.3930        0.02198773     0.02506832     0.03006521     0.08716226     0.09185836     0.14909227     0.61339708
  4394     4.3940        0.02208342     0.02518033     0.03020222     0.08754485     0.09225865     0.14976054     0.61606939
  4395     4.3950        0.02217815     0.02529125     0.03033790     0.08792363     0.09265493     0.15042227     0.61871491
  4396     4.3960        0.02227192     0.02540106     0.03047227     0.08829859     0.09304719     0.15107745     0.62133358
  4397     4.3970        0.02236472     0.02550977     0.03060530     0.08866972     0.09343541     0.15172607     0.62392531
  4398     4.3980        0.02245655     0.02561737     0.03073700     0.08903701     0.09381958     0.15236809     0.62649002
  4399     4.3990        0.02254741     0.02572387     0.03086737     0.08940045     0.09419970     0.15300350     0.62902765
  4400     4.4000        0.02263730     0.02582924     0.03099640     0.08976002     0.09457575     0.15363228     0.63153811
  4401     4.4010        0.02272621     0.02593350     0.03112408     0.09011571     0.09494773     0.15425441     0.63402133
  4402     4.4020        0.02281415     0.02603665     0.03125042     0.09046752     0.09531561     0.15486988     0.63647724
  4403     4.4030        0.02290110     0.02613866     0.03137540     0.09081543     0.09567939     0.15547867     0.63890577
  4404     4.4040        0.02298707     0.02623955     0.03149903     0.09115944     0.09603906     0.15608075     0.64130684
  4405     4.4050        0.02307205     0.02633932     0.03162130     0.09149953     0.09639460     0.15667611     0.64368039
  4406     4.4060        0.02315604     0.02643795     0.03174221     0.09183570     0.09674602     0.15726473     0.64602634
  4407     4.4070        0.02323904     0.02653544     0.03186176     0.09216793     0.09709329     0.15784660     0.64834464
  4408     4.4080        0.02332105     0.02663180     0.03197993     0.09249621     0.09743641     0.15842170     0.65063521
  4409     4.4090        0.02340207     0.02672702     0.03209673     0.09282055     0.09777536     0.15899002     0.65289799
  4410     4.4100        0.02348208     0.02682109     0.03221216     0.09314091     0.09811015     0.15955153     0.65513292
  4411     4.4110        0.02356110     0.02691402     0.03232620     0.09345731     0.09844076     0.16010621     0.65733993
  4412     4.4120        0.02363911     0.02700580     0.03243887     0.09376972     0.09876717     0.16065407     0.65951896
  4413     4.4130        0.02371612     0.02709643     0.03255015     0.09407815     0.09908939     0.16119507     0.66166995
  4414     4.4140        0.02379212     0.02718590     0.03266004     0.09438257     0.09940739     0.16172921     0.66379285
  4415     4.4150        0.02386711     0.02727422     0.03276853     0.09468299     0.09972119     0.16225647     0.66588759
  4416     4.4160        0.02394109     0.02736138     0.03287564     0.09497940     0.10003075     0.16277683     0.66795412
  4417     4.4170        0.02401406     0.02744738     0.03298134     0.09527178     0.10033608     0.16329028     0.66999238
  4418     4.4180        0.02408601     0.02753221     0.03308565     0.09556013     0.10063717     0.16379681     0.67200232
  4419     4.4190        0.02415695     0.02761589     0.03318855     0.09584445     0.10093402     0.16429641     0.67398388
  4420     4.4200        0.02422686     0.02769839     0.03329004     0.09612471     0.10122660     0.16478905     0.67593702
  4421     4.4210        0.02429576     0.02777972     0.03339013     0.09640093     0.10151492     0.16527473     0.67786168
  4422     4.4220        0.02436363     0.02785988     0.03348880     0.09667308     0.10179896     0.16575344     0.67975781
  4423     4.4230        0.02443049     0.02793887     0.03358606     0.09694116     0.10207873     0.16622515     0.68162536
  4424     4.4240        0.02449631     0.02801668     0.03368190     0.09720518     0.10235421     0.16668987     0.68346428
  4425     4.4250        0.02456111     0.02809331     0.03377632     0.09746511     0.10262539     0.16714757     0.68527454
  4426     4.4260        0.02462488     0.02816877     0.03386932     0.09772095     0.10289228     0.16759825     0.68705608
  4427     4.4270        0.02468762     0.02824304     0.03396090     0.09797270     0.10315486     0.16804189     0.68880885
  4428     4.4280        0.02474932     0.02831612     0.03405105     0.09822035     0.10341312     0.16847849     0.69053283
  4429     4.4290        0.02480999     0.02838802     0.03413977     0.09846389     0.10366706     0.16890803     0.69222796
  4430     4.4300        0.02486963     0.02845874     0.03422706     0.09870332     0.10391668     0.16933050     0.69389420
  4431     4.4310        0.02492823     0.02852826     0.03431292     0.09893863     0.10416197     0.16974589     0.69553152
  4432     4.4320        0.02498579     0.02859659     0.03439734     0.09916982     0.10440291     0.17015419     0.69713987
  4433     4.4330        0.02504232     0.02866373     0.03448033     0.09939688     0.10463952     0.17055540     0.69871923
  4434     4.4340        0.02509780     0.02872968     0.03456187     0.09961981     0.10487177     0.17094950     0.70026954
  4435     4.4350        0.02515224     0.02879443     0.03464198     0.09983860     0.10509968     0.17133648     0.70179079
  4436     4.4360        0.02520564     0.02885799     0.03472064     0.10005324     0.10532322     0.17171634     0.70328293
  4437     4.4370        0.02525800     0.02892034     0.03479786     0.10026374     0.10554240     0.17208906     0.70474594
  4438     4.4380        0.02530931     0.02898150     0.03487363     0.10047008     0.10575721     0.17245464     0.70617977
  4439     4.4390        0.02535957     0.02904145     0.03494795     0.10067227     0.10596765     0.17281307     0.70758441
  4440     4.4400        0.02540879     0.02910021     0.03502082     0.10087030     0.10617371     0.17316435     0.70895982
  4441     4.4410        0.02545695     0.02915776     0.03509225     0.10106416     0.10637539     0.17350845     0.71030598
  4442     4.4420        0.02550407     0.02921410     0.03516221     0.10125385     0.10657268     0.17384539     0.71162285
  4443     4.4430        0.02555014     0.02926924     0.03523073     0.10143936     0.10676559     0.17417515     0.71291042
  4444     4.4440        0.02559516     0.02932317     0.03529779     0.10162070     0.10695410     0.17449772     0.71416866
  4445     4.4450        0.02563912     0.02937589     0.03536339     0.10179786     0.10713821     0.17481310     0.71539754
  4446     4.4460        0.02568204     0.02942741     0.03542753     0.10197084     0.10731793     0.17512129     0.71659704
  4447     4.4470        0.02572390     0.02947771     0.03549021     0.10213963     0.10749324     0.17542227     0.71776715
  4448     4.4480        0.02576470     0.02952680     0.03555144     0.10230423     0.10766415     0.17571604     0.71890785
  4449     4.4490        0.02580445     0.02957468     0.03561120     0.10246464     0.10783065     0.17600260     0.72001910
  4450     4.4500        0.02584315     0.02962135     0.03566950     0.10262086     0.10799274     0.17628194     0.72110091
  4451     4.4510        0.02588079     0.02966681     0.03572633     0.10277288     0.10815042     0.17655405     0.72215325
  4452     4.4520        0.02591737     0.02971105     0.03578170     0.10292070     0.10830368     0.17681894     0.72317610
  4453     4.4530        0.02595290     0.02975408     0.03583561     0.10306432     0.10845252     0.17707660     0.72416946
  4454     4.4540        0.02598737     0.02979589     0.03588804     0.10320374     0.10859694     0.17732703     0.72513331
  4455     4.4550        0.02602078     0.02983648     0.03593901     0.10333895     0.10873695     0.17757022     0.72606764
  4456     4.4560        0.02605313     0.02987586     0.03598852     0.10346996     0.10887253     0.17780616     0.72697244
  4457     4.4570        0.02608443     0.02991403     0.03603655     0.10359675     0.10900368     0.17803486     0.72784770
  4458     4.4580        0.02611466     0.02995097     0.03608312     0.10371935     0.10913041     0.17825632     0.72869342
  4459     4.4590        0.02614384     0.02998670     0.03612821     0.10383773     0.10925272     0.17847053     0.72950957
  4460     4.4600        0.02617196     0.03002121     0.03617184     0.10395190     0.10937059     0.17867748     0.73029617
  4461     4.4610        0.02619902     0.03005450     0.03621400     0.10406186     0.10948404     0.17887719     0.73105321
  4462     4.4620        0.02622502     0.03008658     0.03625468     0.10416760     0.10959307     0.17906964     0.73178067
  4463     4.4630        0.02624996     0.03011743     0.03629389     0.10426914     0.10969766     0.17925484     0.73247857
  4464     4.4640        0.02627384     0.03014707     0.03633164     0.10436646     0.10979782     0.17943278     0.73314690
  4465     4.4650        0.02629666     0.03017549     0.03636791     0.10445957     0.10989356     0.17960346     0.73378565
  4466     4.4660        0.02631842     0.03020269     0.03640271     0.10454847     0.10998487     0.17976689     0.73439484
  4467     4.4670        0.02633912     0.03022867     0.03643604     0.10463316     0.11007174     0.17992307     0.73497447
  4468     4.4680        0.02635876     0.03025343     0.03646789     0.10471364     0.11015420     0.18007199     0.73552453
  4469     4.4690        0.02637735     0.03027697     0.03649828     0.10478990     0.11023222     0.18021365     0.73604503
  4470     4.4700        0.02639487     0.03029930     0.03652719     0.10486195     0.11030582     0.18034806     0.73653598
  4471     4.4710        0.02641134     0.03032041     0.03655463     0.10492980     0.11037500     0.18047522     0.73699738
  4472     4.4720        0.02642675     0.03034030     0.03658061     0.10499344     0.11043975     0.18059512     0.73742925
  4473     4.4730        0.02644110     0.03035897     0.03660511     0.10505287     0.11050008     0.18070778     0.73783160
  4474     4.4740        0.02645439     0.03037642     0.03662814     0.10510809     0.11055599     0.18081319     0.73820443
  4475     4.4750        0.02646662     0.03039266     0.03664970     0.10515911     0.11060748     0.18091135     0.73854775
  4476     4.4760        0.02647780     0.03040768     0.03666979     0.10520593     0.11065455     0.18100228     0.73886158
  4477     4.4770        0.02648792     0.03042149     0.03668841     0.10524855     0.11069721     0.18108596     0.73914594
  4478     4.4780        0.02649699     0.03043408     0.03670557     0.10528697     0.11073545     0.18116240     0.73940083
  4479     4.4790        0.02650500     0.03044545     0.03672125     0.10532120     0.11076929     0.18123162     0.73962628
  4480     4.4800        0.02651196     0.03045561     0.03673547     0.10535123     0.11079872     0.18129360     0.73982229
  4481     4.4810        0.02651786     0.03046456     0.03674823     0.10537707     0.11082374     0.18134836     0.73998890
  4482     4.4820        0.02652271     0.03047230     0.03675951     0.10539873     0.11084436     0.18139590     0.74012612
  4483     4.4830        0.02652651     0.03047882     0.03676934     0.10541619     0.11086059     0.18143622     0.74023397
  4484     4.4840        0.02652926     0.03048413     0.03677770     0.10542948     0.11087242     0.18146933     0.74031247
  4485     4.4850        0.02653095     0.03048823     0.03678459     0.10543859     0.11087985     0.18149523     0.74036165
  4486     4.4860        0.02653160     0.03049113     0.03679003     0.10544352     0.11088290     0.18151394     0.74038153
  4487     4.4870        0.02653119     0.03049281     0.03679400     0.10544428     0.11088157     0.18152545     0.74037213
  4488     4.4880        0.02652974     0.03049329     0.03679652     0.10544087     0.11087585     0.18152976     0.74033349
  4489     4.4890        0.02652725     0.03049256     0.03679757     0.10543330     0.11086576     0.18152690     0.74026563
  4490     4.4900        0.02652370     0.03049062     0.03679717     0.10542156     0.11085130     0.18151686     0.74016857
  4491     4.4910        0.02651911     0.03048749     0.03679532     0.10540567     0.11083246     0.18149965     0.74004235
  4492     4.4920        0.02651348     0.03048314     0.03679201     0.10538563     0.11080927     0.18147528     0.73988700
  4493     4.4930        0.02650680     0.03047760     0.03678724     0.10536144     0.11078172     0.18144375     0.73970256
  4494     4.4940        0.02649909     0.03047086     0.03678103     0.10533311     0.11074981     0.18140508     0.73948904
  4495     4.4950        0.02649033     0.03046292     0.03677337     0.10530064     0.11071356     0.18135926     0.73924650
  4496     4.4960        0.02648054     0.03045378     0.03676425     0.10526404     0.11067296     0.18130631     0.73897496
  4497     4.4970        0.02646970     0.03044344     0.03675369     0.10522331     0.11062803     0.18124624     0.73867446
  4498     4.4980        0.02645783     0.03043191     0.03674169     0.10517846     0.11057877     0.18117906     0.73834504
  4499     4.4990        0.02644493     0.03041919     0.03672824     0.10512949     0.11052518     0.18110477     0.73798674
  4500     4.5000        0.02643099     0.03040527     0.03671336     0.10507641     0.11046727     0.18102339     0.73759959
  4501     4.5010        0.02641602     0.03039016     0.03669703     0.10501922     0.11040504     0.18093491     0.73718364
  4502     4.5020        0.02640002     0.03037387     0.03667926     0.10495793     0.11033851     0.18083936     0.73673893
  4503     4.5030        0.02638299     0.03035639     0.03666006     0.10489255     0.11026768     0.18073675     0.73626550
  4504     4.5040        0.02636493     0.03033772     0.03663943     0.10482308     0.11019255     0.18062708     0.73576340
  4505     4.5050        0.02634585     0.03031788     0.03661736     0.10474953     0.11011314     0.18051036     0.73523267
  4506     4.5060        0.02632575     0.03029685     0.03659387     0.10467191     0.11002945     0.18038661     0.73467336
  4507     4.5070        0.02630462     0.03027464     0.03656894     0.10459021     0.10994148     0.18025583     0.73408551
  4508     4.5080        0.02628247     0.03025125     0.03654260     0.10450446     0.10984924     0.18011804     0.73346918
  4509     4.5090        0.02625930     0.03022669     0.03651483     0.10441465     0.10975275     0.17997325     0.73282441
  4510     4.5100        0.02623511     0.03020095     0.03648564     0.10432080     0.10965201     0.17982147     0.73215126
  4511     4.5110        0.02620991     0.03017404     0.03645503     0.10422290     0.10954702     0.17966271     0.73144977
  4512     4.5120        0.02618370     0.03014597     0.03642301     0.10412097     0.10943780     0.17949699     0.73072001
  4513     4.5130        0.02615647     0.03011672     0.03638957     0.10401502     0.10932435     0.17932432     0.72996201
  4514     4.5140        0.02612824     0.03008631     0.03635472     0.10390505     0.10920668     0.17914471     0.72917584
  4515     4.5150        0.02609900     0.03005474     0.03631847     0.10379107     0.10908480     0.17895817     0.72836156
  4516     4.5160        0.02606875     0.03002201     0.03628081     0.10367310     0.10895871     0.17876473     0.72751921
  4517     4.5170        0.02603750     0.02998812     0.03624175     0.10355112     0.10882843     0.17856438     0.72664886
  4518     4.5180        0.02600525     0.02995307     0.03620129     0.10342517     0.10869397     0.17835715     0.72575057
  4519     4.5190        0.02597200     0.02991687     0.03615943     0.10329523     0.10855533     0.17814305     0.72482440
  4520     4.5200        0.02593775     0.02987952     0.03611618     0.10316133     0.10841253     0.17792209     0.72387041
  4521     4.5210        0.02590251     0.02984102     0.03607154     0.10302347     0.10826557     0.17769430     0.72288865
  4522     4.5220        0.02586627     0.02980138     0.03602551     0.10288166     0.10811446     0.17745967     0.72187920
  4523     4.5230        0.02582905     0.02976059     0.03597810     0.10273591     0.10795921     0.17721824     0.72084212
  4524     4.5240        0.02579084     0.02971866     0.03592930     0.10258623     0.10779983     0.17697002     0.71977747
  4525     4.5250        0.02575164     0.02967559     0.03587913     0.10243263     0.10763634     0.17671501     0.71868532
  4526     4.5260        0.02571146     0.02963139     0.03582758     0.10227511     0.10746873     0.17645324     0.71756574
  4527     4.5270        0.02567030     0.02958605     0.03577466     0.10211370     0.10729703     0.17618472     0.71641879
  4528     4.5280        0.02562816     0.02953958     0.03572037     0.10194838     0.10712124     0.17590948     0.71524455
  4529     4.5290        0.02558505     0.02949199     0.03566471     0.10177919     0.10694137     0.17562752     0.71404308
  4530     4.5300        0.02554096     0.02944327     0.03560769     0.10160612     0.10675743     0.17533886     0.71281445
  4531     4.5310        0.02549590     0.02939343     0.03554932     0.10142919     0.10656944     0.17504352     0.71155875
  4532     4.5320        0.02544988     0.02934248     0.03548958     0.10124841     0.10637741     0.17474153     0.71027603
  4533     4.5330        0.02540289     0.02929040     0.03542850     0.10106378     0.10618134     0.17443289     0.70896639
  4534     4.5340        0.02535493     0.02923722     0.03536607     0.10087533     0.10598124     0.17411762     0.70762988
  4535     4.5350        0.02530602     0.02918292     0.03530229     0.10068305     0.10577714     0.17379575     0.70626659
  4536     4.5360        0.02525615     0.02912752     0.03523718     0.10048696     0.10556904     0.17346728     0.70487660
  4537     4.5370        0.02520533     0.02907102     0.03517072     0.10028708     0.10535695     0.17313225     0.70345997
